,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
7,24,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 15, 'speed': 2}, {'layer': '750mb', 'direction': 0, 'speed': 2}, {'layer': '700mb', 'direction': 355, 'speed': 2}, {'layer': '650mb', 'direction': 0, 'speed': 3}, {'layer': '600mb', 'direction': 40, 'speed': 2}, {'layer': '550mb', 'direction': 100, 'speed': 3}, {'layer': '500mb', 'direction': 95, 'speed': 3}, {'layer': '450mb', 'direction': 110, 'speed': 3}, {'layer': '400mb', 'direction': 95, 'speed': 3}, {'layer': '350mb', 'direction': 80, 'speed': 4}, {'layer': '300mb', 'direction': 85, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 105, 'speed': 5}]",15,-1,14,-9999,rain,4,0,355,2,Papua New Guinea
8,27,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 25, 'speed': 2}, {'layer': '750mb', 'direction': 355, 'speed': 2}, {'layer': '700mb', 'direction': 350, 'speed': 3}, {'layer': '650mb', 'direction': 5, 'speed': 3}, {'layer': '600mb', 'direction': 50, 'speed': 2}, {'layer': '550mb', 'direction': 85, 'speed': 3}, {'layer': '500mb', 'direction': 95, 'speed': 3}, {'layer': '450mb', 'direction': 100, 'speed': 3}, {'layer': '400mb', 'direction': 90, 'speed': 4}, {'layer': '350mb', 'direction': 75, 'speed': 4}, {'layer': '300mb', 'direction': 110, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 6}]",16,-1,12,-9999,rain,4,0,10,2,Papua New Guinea
9,30,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 40, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 340, 'speed': 2}, {'layer': '650mb', 'direction': 15, 'speed': 2}, {'layer': '600mb', 'direction': 65, 'speed': 2}, {'layer': '550mb', 'direction': 85, 'speed': 3}, {'layer': '500mb', 'direction': 105, 'speed': 3}, {'layer': '450mb', 'direction': 125, 'speed': 3}, {'layer': '400mb', 'direction': 90, 'speed': 4}, {'layer': '350mb', 'direction': 75, 'speed': 4}, {'layer': '300mb', 'direction': 90, 'speed': 5}, {'layer': '250mb', 'direction': 110, 'speed': 5}, {'layer': '200mb', 'direction': 115, 'speed': 5}]",16,-4,12,-9999,rain,4,0,30,2,Papua New Guinea
10,33,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 345, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 350, 'speed': 2}, {'layer': '650mb', 'direction': 35, 'speed': 2}, {'layer': '600mb', 'direction': 75, 'speed': 3}, {'layer': '550mb', 'direction': 90, 'speed': 3}, {'layer': '500mb', 'direction': 100, 'speed': 3}, {'layer': '450mb', 'direction': 100, 'speed': 3}, {'layer': '400mb', 'direction': 75, 'speed': 4}, {'layer': '350mb', 'direction': 65, 'speed': 5}, {'layer': '300mb', 'direction': 85, 'speed': 5}, {'layer': '250mb', 'direction': 110, 'speed': 5}, {'layer': '200mb', 'direction': 120, 'speed': 5}]",14,-1,15,-9999,rain,4,0,345,2,Papua New Guinea
11,36,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 335, 'speed': 2}, {'layer': '750mb', 'direction': 355, 'speed': 2}, {'layer': '700mb', 'direction': 355, 'speed': 2}, {'layer': '650mb', 'direction': 30, 'speed': 2}, {'layer': '600mb', 'direction': 65, 'speed': 3}, {'layer': '550mb', 'direction': 85, 'speed': 3}, {'layer': '500mb', 'direction': 85, 'speed': 3}, {'layer': '450mb', 'direction': 85, 'speed': 4}, {'layer': '400mb', 'direction': 85, 'speed': 4}, {'layer': '350mb', 'direction': 70, 'speed': 5}, {'layer': '300mb', 'direction': 80, 'speed': 6}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 6}]",13,-1,15,-9999,rain,4,0,320,2,Papua New Guinea
12,39,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 285, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 350, 'speed': 3}, {'layer': '650mb', 'direction': 10, 'speed': 3}, {'layer': '600mb', 'direction': 50, 'speed': 3}, {'layer': '550mb', 'direction': 75, 'speed': 3}, {'layer': '500mb', 'direction': 95, 'speed': 3}, {'layer': '450mb', 'direction': 95, 'speed': 4}, {'layer': '400mb', 'direction': 85, 'speed': 5}, {'layer': '350mb', 'direction': 70, 'speed': 5}, {'layer': '300mb', 'direction': 90, 'speed': 5}, {'layer': '250mb', 'direction': 105, 'speed': 5}, {'layer': '200mb', 'direction': 115, 'speed': 6}]",11,2,15,-9999,rain,4,0,305,2,Papua New Guinea
13,42,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 12}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 12}, {'layer': '200mb', 'rh': 8}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 275, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 345, 'speed': 3}, {'layer': '650mb', 'direction': 350, 'speed': 3}, {'layer': '600mb', 'direction': 40, 'speed': 3}, {'layer': '550mb', 'direction': 65, 'speed': 3}, {'layer': '500mb', 'direction': 95, 'speed': 3}, {'layer': '450mb', 'direction': 100, 'speed': 4}, {'layer': '400mb', 'direction': 85, 'speed': 4}, {'layer': '350mb', 'direction': 75, 'speed': 5}, {'layer': '300mb', 'direction': 75, 'speed': 5}, {'layer': '250mb', 'direction': 130, 'speed': 5}, {'layer': '200mb', 'direction': 115, 'speed': 6}]",11,2,15,-9999,rain,4,0,320,2,Papua New Guinea
14,45,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 260, 'speed': 2}, {'layer': '750mb', 'direction': 330, 'speed': 2}, {'layer': '700mb', 'direction': 335, 'speed': 3}, {'layer': '650mb', 'direction': 350, 'speed': 3}, {'layer': '600mb', 'direction': 30, 'speed': 3}, {'layer': '550mb', 'direction': 70, 'speed': 3}, {'layer': '500mb', 'direction': 85, 'speed': 4}, {'layer': '450mb', 'direction': 95, 'speed': 4}, {'layer': '400mb', 'direction': 80, 'speed': 4}, {'layer': '350mb', 'direction': 75, 'speed': 5}, {'layer': '300mb', 'direction': 115, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 6}]",11,2,15,-9999,none,4,0,325,2,Papua New Guinea
15,48,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 335, 'speed': 2}, {'layer': '750mb', 'direction': 320, 'speed': 2}, {'layer': '700mb', 'direction': 330, 'speed': 3}, {'layer': '650mb', 'direction': 350, 'speed': 3}, {'layer': '600mb', 'direction': 35, 'speed': 3}, {'layer': '550mb', 'direction': 70, 'speed': 3}, {'layer': '500mb', 'direction': 85, 'speed': 4}, {'layer': '450mb', 'direction': 90, 'speed': 4}, {'layer': '400mb', 'direction': 80, 'speed': 5}, {'layer': '350mb', 'direction': 75, 'speed': 5}, {'layer': '300mb', 'direction': 120, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 5}]",20,2,9,-9999,none,4,0,35,2,Papua New Guinea
16,51,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 6}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 30, 'speed': 2}, {'layer': '750mb', 'direction': 0, 'speed': 2}, {'layer': '700mb', 'direction': 320, 'speed': 2}, {'layer': '650mb', 'direction': 340, 'speed': 3}, {'layer': '600mb', 'direction': 35, 'speed': 2}, {'layer': '550mb', 'direction': 80, 'speed': 3}, {'layer': '500mb', 'direction': 85, 'speed': 4}, {'layer': '450mb', 'direction': 80, 'speed': 4}, {'layer': '400mb', 'direction': 70, 'speed': 5}, {'layer': '350mb', 'direction': 75, 'speed': 5}, {'layer': '300mb', 'direction': 120, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 5}]",23,-1,7,-9999,rain,4,0,35,2,Papua New Guinea
17,54,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': 13}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 20, 'speed': 2}, {'layer': '750mb', 'direction': 20, 'speed': 2}, {'layer': '700mb', 'direction': 345, 'speed': 2}, {'layer': '650mb', 'direction': 330, 'speed': 2}, {'layer': '600mb', 'direction': 60, 'speed': 2}, {'layer': '550mb', 'direction': 85, 'speed': 3}, {'layer': '500mb', 'direction': 75, 'speed': 4}, {'layer': '450mb', 'direction': 65, 'speed': 4}, {'layer': '400mb', 'direction': 70, 'speed': 5}, {'layer': '350mb', 'direction': 85, 'speed': 5}, {'layer': '300mb', 'direction': 125, 'speed': 5}, {'layer': '250mb', 'direction': 135, 'speed': 5}, {'layer': '200mb', 'direction': 90, 'speed': 5}]",22,-1,10,-9999,rain,4,0,35,2,Papua New Guinea
18,57,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 340, 'speed': 2}, {'layer': '750mb', 'direction': 0, 'speed': 2}, {'layer': '700mb', 'direction': 0, 'speed': 3}, {'layer': '650mb', 'direction': 0, 'speed': 2}, {'layer': '600mb', 'direction': 55, 'speed': 2}, {'layer': '550mb', 'direction': 80, 'speed': 3}, {'layer': '500mb', 'direction': 70, 'speed': 4}, {'layer': '450mb', 'direction': 65, 'speed': 5}, {'layer': '400mb', 'direction': 70, 'speed': 5}, {'layer': '350mb', 'direction': 80, 'speed': 5}, {'layer': '300mb', 'direction': 130, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 105, 'speed': 4}]",14,-1,15,-9999,rain,4,0,340,2,Papua New Guinea
19,60,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 325, 'speed': 2}, {'layer': '750mb', 'direction': 350, 'speed': 2}, {'layer': '700mb', 'direction': 350, 'speed': 3}, {'layer': '650mb', 'direction': 350, 'speed': 3}, {'layer': '600mb', 'direction': 30, 'speed': 2}, {'layer': '550mb', 'direction': 70, 'speed': 3}, {'layer': '500mb', 'direction': 75, 'speed': 4}, {'layer': '450mb', 'direction': 75, 'speed': 5}, {'layer': '400mb', 'direction': 70, 'speed': 5}, {'layer': '350mb', 'direction': 75, 'speed': 5}, {'layer': '300mb', 'direction': 120, 'speed': 5}, {'layer': '250mb', 'direction': 130, 'speed': 5}, {'layer': '200mb', 'direction': 110, 'speed': 5}]",12,2,15,-9999,rain,4,0,325,2,Papua New Guinea
20,63,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 275, 'speed': 2}, {'layer': '750mb', 'direction': 330, 'speed': 2}, {'layer': '700mb', 'direction': 335, 'speed': 3}, {'layer': '650mb', 'direction': 340, 'speed': 3}, {'layer': '600mb', 'direction': 30, 'speed': 2}, {'layer': '550mb', 'direction': 70, 'speed': 3}, {'layer': '500mb', 'direction': 80, 'speed': 3}, {'layer': '450mb', 'direction': 80, 'speed': 4}, {'layer': '400mb', 'direction': 70, 'speed': 5}, {'layer': '350mb', 'direction': 80, 'speed': 5}, {'layer': '300mb', 'direction': 120, 'speed': 5}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 125, 'speed': 4}]",11,2,15,-9999,rain,4,0,315,2,Papua New Guinea
21,66,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 295, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 335, 'speed': 3}, {'layer': '650mb', 'direction': 345, 'speed': 3}, {'layer': '600mb', 'direction': 25, 'speed': 2}, {'layer': '550mb', 'direction': 75, 'speed': 3}, {'layer': '500mb', 'direction': 80, 'speed': 3}, {'layer': '450mb', 'direction': 75, 'speed': 4}, {'layer': '400mb', 'direction': 65, 'speed': 4}, {'layer': '350mb', 'direction': 85, 'speed': 4}, {'layer': '300mb', 'direction': 125, 'speed': 5}, {'layer': '250mb', 'direction': 115, 'speed': 5}, {'layer': '200mb', 'direction': 120, 'speed': 6}]",10,6,15,-9999,rain,4,0,315,2,Papua New Guinea
22,69,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 250, 'speed': 2}, {'layer': '750mb', 'direction': 325, 'speed': 2}, {'layer': '700mb', 'direction': 335, 'speed': 3}, {'layer': '650mb', 'direction': 345, 'speed': 3}, {'layer': '600mb', 'direction': 20, 'speed': 3}, {'layer': '550mb', 'direction': 75, 'speed': 3}, {'layer': '500mb', 'direction': 90, 'speed': 3}, {'layer': '450mb', 'direction': 85, 'speed': 4}, {'layer': '400mb', 'direction': 70, 'speed': 4}, {'layer': '350mb', 'direction': 85, 'speed': 5}, {'layer': '300mb', 'direction': 110, 'speed': 5}, {'layer': '250mb', 'direction': 110, 'speed': 5}, {'layer': '200mb', 'direction': 110, 'speed': 5}]",11,6,14,-9999,none,4,0,295,2,Papua New Guinea
